PDB,binder
5n0e,0
4ndu,1
4NDV,1
4NDU,1
4NDT,1
4NDS,1
3m37,0
5l9g,0
3rr4,0
6gg4,0
3v78,0
2wvz,0
5n34,0
5lvd,0
4m7j,1
6cdj,0
4r5a,0
3ni5,0
4p6c,0
4ewn,0
3g5k,0
3g3r,0
3m5e,0
4qev,0
4lk7,1
3r24,0
2xyr,0
6W4H,1
7L6T,1
7L6R,1
3umq,0
3o4k,0
3uil,0
3ng4,1
3usx,0
4fnn,0
3ogx,1
3t2v,0
3rt4,0
3OGX,1
3CG9,1
2R2K,1
3COR,1
2w66,0
1gj6,0
5lyn,0
3kd7,0
1NA0,1
3vw1,0
3vvy,0
3vw2,0
3vw0,0
3vvz,0
4tu4,0
5a5q,0
4qsv,0
5a81,0
4tz2,0
4tte,0
4tt2,0
4qsu,0
5a82,0
5a83,0
4tz8,0
4qsw,0
5a5p,0
6hdo,0
6hdn,0
4qsx,0
6s55,0
4tyl,0
5a5o,0
5lj0,0
5a5r,0
3p8n,0
1f0u,0
5n3v,0
5d3x,0
3ffp,0
4m2r,0
3twp,0
5gj9,0
5c3p,0
5l9i,0
6hly,0
5l9l,0
4euo,0
6hlz,0
6hm2,0
3hek,0
2ygf,0
1yc4,0
5fnd,0
6eyb,0
2qg2,0
5fnc,0
1yet,0
5lny,0
3rlr,0
3b27,0
1bgq,0
5j6n,0
2fxs,0
3r4n,0
5j9x,0
4cwq,0
6f1n,0
2xjj,0
3qdd,0
2xjx,0
4cwp,0
2xdx,0
5odx,0
2xht,0
1amw,0
5j86,0
4o09,0
5j8u,0
4o07,0
2xdk,0
6elp,0
2xdl,0
5j20,0
5j27,0
6el5,0
4fcq,0
2yi0,0
4xir,0
2yi7,0
3vha,0
2weq,0
4xit,0
4egk,0
6eya,0
3ekr,0
2vw5,0
5uc4,0
2yge,0
3rlp,0
5ucj,0
3b25,0
2yki,0
6ey8,0
5fnf,0
2qg0,0
6ey9,0
2vwc,0
3b24,0
1yc1,0
3eko,0
3rlq,0
3wha,0
2cgf,0
4cwr,0
3k99,0
3r4m,0
5j64,0
3k97,0
5nyh,0
4nh7,0
4cwn,0
5j6m,0
4nh8,0
4cwt,0
4cws,0
2xjg,0
5j6l,0
4cwf,0
4cwo,0
3r4p,0
4o0b,0
4o05,0
6eln,0
5j82,0
2uwd,0
5j2x,0
5j8m,0
2xab,0
6elo,0
6ei5,0
4o04,0
2wer,0
2iwx,0
4xiq,0
3d0b,0
4xip,0
4b7p,0
3vhd,0
3vhc,0
4bqg,0
6cyi,0
2yga,0
3ft5,0
2ykj,0
2xx4,0
5uci,0
4ce2,0
1a4h,0
3b28,0
6cyg,0
2ykc,0
4w7t,0
4eft,0
2ykb,0
2yke,0
5uch,0
2xx5,0
4ce3,0
6cyh,0
2xx2,0
4eeh,0
4efu,0
6c91,0
2fwy,0
6n8y,0
4awo,0
2vcj,0
3r4o,0
6d1x,0
6cjj,0
3bm9,0
3owd,0
5ggz,0
1uyd,0
1uyc,0
6aom,0
5h22,0
1uym,0
5in9,0
2bz5,0
3owb,0
2xhr,0
3r91,0
1uyk,0
4as9,0
6aol,0
3nmq,0
1uye,0
6cjp,0
4u93,0
3rkz,0
4lwh,0
6baw,0
2iwu,0
2wi6,0
2wi1,0
5lo6,0
2iws,0
5zr3,0
2qf6,0
3qtf,0
4lwi,0
2wi7,0
2qfo,0
2yk9,0
4ce1,0
3ft8,0
5oci,0
4nh9,0
4awq,0
2brc,0
2fwz,0
4awp,0
6d28,0
3k98,0
2vci,0
3hhu,0
1uyg,0
2byh,0
1uyi,0
1uy7,0
1uy9,0
2ccu,0
2gfd,0
3r92,0
1uyh,0
1uyf,0
3ow6,0
2byi,0
4fcr,0
2cct,0
3bmy,0
1uy8,0
2ccs,0
2xhx,0
2xd6,0
1uy6,0
2wi2,0
5lo5,0
2wi5,0
4egi,0
5wmt,0
2yjw,0
4lwe,0
4jql,0
2wi4,0
4egh,0
2wi3,0
2ye9,0
2yi5,0
2yjx,0
1f0r,0
3tt4,0
4qj0,0
1h0a,0
5l30,0
1zdp,0
3ovn,1
4gr0,0
4ryd,0
4m2u,0
1b55,0
2uz9,0
4fai,0
4fht,0
4g0y,0
4g0p,0
4g0q,0
4g0z,0
5n1s,0
3bkl,1
1f8b,1
5l8c,0
1add,0
5nxi,0
2qta,0
3lpl,0
1rp7,0
3lq2,0
3lq4,0
5d2r,0
4nj9,0
2q8m,1
2wbd,0
2jjk,0
2wbb,0
4mjo,0
5ofu,1
1fpi,0
1fta,0
1q9d,1
3a29,0
3kc1,0
3kc0,0
2fhy,0
1kz8,1
2fie,0
2fix,0
3kbz,0
2y5k,0
2y5l,0
3ewj,0
3bkk,1
3tsk,0
5drr,0
4ipj,0
4ipi,0
2wqp,0
3t5u,0
5tef,0
5tha,0
4kzu,0
4kzq,0
4l0t,0
4l0s,0
4l0i,0
4l31,0
4l09,0
4ui8,0
4ui6,0
4hki,0
5nsp,0
4hkn,0
5nvf,0
5nvh,0
4ui7,0
5nsx,0
5nwc,0
5nwd,0
4hlg,0
5nwb,0
4hlh,0
5adq,0
4hlf,0
5nt4,0
5zqq,0
4l2k,0
5zqp,0
4l33,0
4l34,0
4l0b,0
4l0v,0
4l32,0
5nve,0
4hmh,0
4ui5,0
4hkk,0
5nvc,0
4ui4,0
4ui3,0
5adt,0
5ads,0
4hlm,0
5nwg,0
4hlk,0
5adr,0
4kzl,0
5nt0,0
4hl5,0
4l2f,0
4l10,0
5zqr,0
5zqo,0
4l2g,0
6a84,0
6std,0
2std,0
3std,0
7std,0
4std,0
5std,0
1std,0
1kmy,0
1lgt,0
5nxg,0
2w4x,1
5u0d,0
3gta,0
1s38,0
3ewc,0
2j62,0
2jiw,0
2wb5,0
2j4g,0
2j47,0
2xm2,1
2wca,0
2xj7,0
2cbj,0
2xm1,1
2vvn,0
2xpk,0
2vvs,1
2x0y,0
5mi6,0
5abg,0
5abf,0
5abh,0
5fl0,0
5fky,0
5mi5,0
6rhe,1
5abe,0
2vur,1
2VVS,1
2XM1,1
2XM2,1
2VUR,1
2X0H,1
2W4X,1
2h3e,0
1nwl,0
4wn5,0
4gs9,0
5eh8,0
4myd,0
7OTS,1
2fzk,0
2vnp,0
2h6t,0
1pfu,1
5j8z,0
6d5j,0
3k2f,0
1yp9,0
5mnn,0
5oku,0
5oei,0
6hke,0
2qpq,0
2zdn,0
1j16,0
6h33,0
2zkj,0
3p58,0
2ccc,0
2ccb,0
2cc7,0
2vx9,0
2afx,0
2afw,0
3pbb,0
4mhy,0
3pb9,0
3pb7,0
3pb8,0
4mhz,0
4fbe,0
6gbx,0
3m1k,0
4gzw,1
3hky,0
4eo8,0
3gnw,0
4eo6,0
2d3u,0
3hkw,0
2d3z,0
3cj4,0
4ih5,0
3cj2,0
3cj5,0
1nhu,0
3fql,0
4ih6,0
4ih7,0
3mf5,0
1os5,0
3gnv,0
4j04,0
3igv,0
3cde,0
4ju7,0
1nhv,0
3upi,0
3q0z,0
4tn2,0
3br9,0
3uph,0
3frz,1
5pzn,0
4ju6,0
3ske,0
4ty9,0
3e51,0
4tya,0
2d41,0
3cvk,0
3cso,0
3gyn,0
4ty8,0
4jjs,0
3tyv,0
4nld,1
3tyq,0
3hhk,0
4jju,0
1yvx,0
4mz4,0
3co9,0
3h5s,0
5trj,0
3d5m,0
3bsc,0
5czb,0
3u4o,0
3cj3,0
4dru,0
5trk,0
3h59,0
3h5u,0
4tlr,0
3u4r,0
2yoj,0
1z4u,0
3phe,0
4ju3,0
4ju4,0
2jc0,0
3fqk,0
4mib,0
4j0a,0
2o5d,0
5pzm,0
2who,0
4jvq,0
3d28,0
4j06,0
2xwy,0
4oow,0
4j08,0
3skh,0
2dxs,0
2hwi,0
3vqs,0
3ska,0
4tyb,0
2hwh,0
1yvz,0
2gc8,0
1yvf,0
4iz0,0
4txs,0
2fvc,0
3lkh,0
3cwj,0
3mww,0
3g86,0
4mka,0
2hai,0
2qe2,0
2qe5,0
3gol,0
5tri,0
4mk8,0
4gmc,0
2i1r,0
4mk9,0
5trh,0
2wcx,0
4mk7,0
3h98,0
4NLD,1
6f92,0
2cf9,0
1dqn,0
1nw5,0
1nw7,0
2zif,0
5hfj,0
4z1k,0
1ik4,0
1s89,0
1egh,0
3rz1,0
2vh0,0
1qy2,0
3kr8,0
6h34,0
5bry,0
4wk1,0
3jdw,0
6cjv,0
2wr8,0
3c8b,0
4msc,0
3ucj,0
4yha,0
4e3g,0
1ft7,0
4z1e,0
2vk6,0
1mmr,0
5sz6,0
5mnr,0
3rz8,0
5h1v,0
6got,0
2tmn,0
4zx3,0
4x8u,0
2w26,0
6f3b,0
4zw7,0
1pot,0
3ttm,0
1a99,0
4jdf,0
3ttn,0
2y7x,0
5amd,0
3rv4,0
5sz1,0
2y80,0
5edd,0
4fl1,0
2fu8,0
5tcj,0
4ks1,1
4zx4,0
5cbm,0
5d26,0
5n2t,0
5oh7,0
1h2k,0
4m3p,0
2oi0,0
3l0v,0
3b92,0
3kmc,0
3lea,0
3le9,0
3e8r,0
2fv9,0
1zxc,0
2i47,0
2a8h,0
3kme,0
3o64,0
3g42,0
3lgp,0
2fv5,0
2ddf,0
5gmn,0
4k0o,1
4k55,0
4jkw,0
2WBW,1
4c6u,0
4ynl,0
1cbx,0
1yvm,0
3p9l,0
5hwu,0
5u0e,0
4x8o,0
2hu6,0
5d21,1
2qtn,0
4bc5,1
1s39,0
4xxh,1
b96b,1
6eiz,0
5d1r,0
2vb8,0
4k3n,0
1usk,0
3ip6,0
3ip9,0
3ip5,0
1usi,0
3ipa,0
6d5e,0
3c84,0
1b8y,0
5oh9,0
6b59,0
4ncn,0
5eh7,0
5n2z,0
5nxo,0
1ghy,0
4lj5,0
4lj8,0
5n1r,0
1n4k,0
4k5p,0
3exh,0
1v16,0
1v11,0
1olx,0
3exe,0
1v1m,0
6cer,0
3exf,0
2fzc,0
2q1q,0
5ltn,0
5t2t,0
5tcy,0
2qw1,1
3hkq,0
2rka,0
2y81,0
4o3f,0
3c39,0
1kf0,0
16pk,0
5np8,0
1vjc,0
1vjd,0
1oar,0
1oau,0
1mfa,1
1dl7,0
2bjm,0
1oay,0
1oaz,0
6k65,0
1MFA,1
5sz0,0
2xn5,0
4r75,0
4r73,1
4r74,1
5aan,0
2qrk,0
2qrl,0
4del,0
5hrx,0
5fh8,0
5hrw,0
5fh6,0
5ii1,0
4uma,0
4gzx,1
5sz7,0
3ts4,0
3daz,0
6ce6,0
5kh3,0
6ced,0
5kh7,0
6cef,0
6cea,0
6ce8,0
6cec,0
6cee,0
5wpb,0
5zo8,0
4kp8,0
4iuo,0
4gui,0
4guj,0
3ryz,0
3dbu,0
4zw6,0
8cpa,0
4zwz,0
5voj,0
5egm,0
4nja,0
3o75,1
2gl0,0
4bf1,0
4rrf,0
6ecz,1
1ws1,0
1odj,0
1q1g,0
1nw4,0
1k9s,0
1pr5,0
6aqs,0
1odi,0
1a69,0
6f4w,0
6f4x,0
2i4t,0
5iu6,0
1z34,0
2isc,0
1pr1,0
3rz0,0
1bq4,0
1bq3,0
3OI7,1
4ua8,1
5mk9,1
b999,1
b99d,1
5vi6,0
2hzl,0
4z2b,0
3aqt,0
2f6t,0
5jxn,0
3rz7,0
6eed,0
4zw8,0
4bf6,0
4rra,0
5l8y,0
1j17,0
3m40,0
2ra6,0
4ymq,0
3ueu,0
1gx8,0
3nq3,0
6ghh,0
6gf9,0
6ge7,0
6gfs,0
2gj5,0
3nq9,0
3uew,0
3uex,0
3uev,0
4gny,0
4kii,0
2R56,1
3gt9,0
1y3n,0
2cf8,0
5edl,0
4z1j,0
5mn1,0
3g1d,0
1km3,0
3g1v,0
1x1z,0
2zz2,0
3w07,0
3wjw,0
1loq,0
2zz1,0
1eix,1
1lor,0
1los,0
1jjk,0
2zz6,0
1lol,0
6d55,0
5aml,0
1nfy,0
2wej,0
2o8h,0
5ne5,0
1i9p,0
5evb,0
3dsz,0
3tf6,0
3fw4,0
1l6m,0
4iax,0
2lbv,0
4iaw,0
3u0d,0
5nkn,0
6qmu,0
4k19,0
5k0h,0
2ylc,0
3qo3,0
6eq8,0
6exi,0
2x09,0
3elc,0
4oks,0
5m04,0
4in9,0
6e7j,0
2ewb,0
3mi3,0
3mof,0
4omc,0
1z4o,1
3lp4,0
3b3c,0
5llg,0
3zhx,0
1onp,0
2y1g,0
3r0i,0
5jc1,0
4y6p,0
5jaz,0
5jbi,0
5jnl,0
5jmw,0
5jmp,0
2y1d,0
1t1r,0
4y6s,0
5jo0,0
1t1s,0
4y6r,0
4y67,0
3zhz,0
3oe5,0
3ao4,0
4u69,0
5c5t,0
5hv0,0
3bu1,0
3brn,0
6eq1,1
4gbd,0
6bbx,0
5umy,0
5umx,0
2a4w,0
1kll,0
5umw,0
1o30,0
4idn,0
4ido,0
1o5e,0
1p57,0
1o5f,0
1nfw,0
5ost,0
5o0s,0
5npf,0
7DKY,1
7DKX,1
7DKU,1
7DKV,1
7DKW,1
b22a,1
1i5r,0
3hb4,0
5evk,0
3fvh,0
4o6w,0
4e67,0
4o9w,0
5dms,0
4x9w,0
1q4k,0
4x9v,0
4dfw,0
5j19,0
4whh,0
4h71,0
3rq7,0
3hik,0
4lkl,0
4lkm,0
4x9r,0
4e9c,0
4e9d,0
4hco,0
4whl,0
4rcp,0
3bzi,0
6ax4,0
1umw,0
2vvv,0
2vpo,0
3pgu,0
1os0,0
4j45,0
5o07,0
2i2c,0
5dhu,0
4dy6,0
5dhp,0
5dhq,0
2i2b,0
5dht,0
5dhs,0
5dhr,0
4aba,0
6g2m,1
1tq4,0
3eeb,0
3fzy,0
1c5n,0
3hvi,0
5jfp,0
2nmx,0
4q9y,0
1o3i,0
4ibb,0
4ibe,0
4ibk,0
4ibj,0
4ibd,0
4ibc,0
4ibf,0
4ibi,0
4ibg,0
4yzu,0
3dwb,0
2yb9,0
3zuk,0
b626,1
b8be,1
2vvc,0
4up5,0
3zns,0
1gyx,0
1gyy,0
4qpd,0
6fa4,0
4abf,0
5hjq,0
2wf5,1
5nee,0
3hs4,0
5g57,0
1v2s,0
4rfc,0
4u0w,1
4knj,0
2we3,0
4us3,1
1bcd,0
3gc4,0
1ydd,0
3d9z,0
5g61,1
3s75,0
4l2l,0
5m9w,0
5epn,0
5msb,0
1g3d,0
3hzk,1
2pv1,0
2pv2,0
4knm,0
4yyt,0
3mjl,0
4rfd,0
1v2t,0
4fxp,0
2jh6,0
4abh,0
5wgp,0
3n0n,0
5e3a,0
3t6b,0
5e2q,0
3t6j,0
3n9s,0
3s72,0
3iog,0
6cwh,1
6cwn,1
6cwf,0
6cwi,0
6CWH,1
6CWN,1
6CWR,1
6fhk,0
6fnr,0
1fiv,0
2hah,0
4fiv,0
5fiv,0
3ogp,0
6fiv,0
3ogq,0
1b11,0
6fhq,0
2vpn,0
2nnd,0
1qy1,0
4ory,0
4orx,0
2a2g,0
4oru,0
5flo,0
1v2n,0
3ao2,0
3cl0,0
4j44,0
1o36,0
5txy,0
4ab9,0
3oe4,0
2vyt,0
2r58,0
2r5a,0
4edu,0
3rdq,0
3ge7,0
4b1j,0
6o9x,0
6oa3,0
4na4,0
6oa1,0
2jkh,0
4h85,0
2haw,0
3ao5,1
2vzr,1
4b76,0
4b74,0
4b73,0
4b6e,0
4ok6,0
4b71,0
4b6f,0
4ok5,0
1o38,0
6equ,0
4ht0,0
5evd,0
5llo,0
1c5s,0
4ggz,0
3t2w,0
4z2p,0
3ew2,0
4jnj,0
4z2o,0
3bpc,1
3hv8,0
3pju,0
3pjt,0
4lj3,0
6hq4,0
4hws,0
1oss,0
4omk,0
4omj,0
4ciz,0
3hy5,0
3hx3,0
1AUA,1
1ksn,0
4u6z,0
4b8y,0
1nfx,0
1xq0,0
3f6g,0
3utu,0
4oag,0
4nxu,0
4nxv,0
1ua4,1
5o0j,1
b198,1
1c5t,0
4zip,0
5llh,0
5ljq,0
4kb9,0
3kek,0
1v2u,0
4jwk,0
4jx9,0
6ex1,0
1oyt,0
2py4,0
3s73,0
3n9r,0
3iof,0
1ydb,0
4fxq,0
5flt,0
4rlw,0
4rlu,0
4rlt,0
4j21,0
1o3f,0
3gc5,0
4zls,0
5x74,0
5e8f,1
5f2u,1
4jv8,0
4jv6,0
5ml3,0
5ml4,0
5ml2,0
3t5i,1
5x72,0
5x73,0
5e80,0
4jvb,0
5ml8,0
5ml6,0
5l7k,0
3rbq,0
4en4,0
1v2r,0
3ocz,0
5fls,0
1c3x,0
2jh0,0
4qpl,0
1g3e,0
4ih3,0
5g60,1
5czm,0
3znr,0
5fl6,0
4abg,0
2a4m,0
1yid,0
2pu1,0
3q2j,0
3vh9,0
3tkw,0
1BCS,1
1WHS,1
4q93,0
5g5z,1
4hwo,0
2z94,0
5ey0,0
1kuk,0
1atl,0
1kui,0
1kug,0
3b8z,0
3ljt,0
2rjp,0
2aig,0
4wki,0
4wk7,0
3aig,0
4wke,0
2w12,0
1dth,0
3q2h,0
3hyg,0
3hy9,0
3hy7,0
3q2g,0
4qy3,0
3b3w,0
6g2l,1
1hfs,0
1qbq,1
1bjv,0
4gkm,0
3s45,0
3d52,0
4tln,0
5z5f,1
5jox,0
3c2u,0
3ZXK,1
b490,1
b496,1
3n4b,0
4u8w,0
1o2z,0
4kow,0
4kot,0
4klv,0
4kox,0
4kov,0
3cke,0
2v88,0
5vsf,0
2hjb,0
2q7q,0
2hj4,0
1uou,0
2wk6,0
4lhm,0
3ebh,0
4dsu,0
966c,1
6e9a,0
2vt3,0
3wgg,0
3ckb,1
4yxi,0
6fe1,0
3roc,0
3hll,0
3iw6,1
4f9y,0
3hl7,0
3o8p,0
3gcu,0
1kv1,0
4kiq,0
1bmk,0
3uvp,0
4kip,0
2gfs,0
2rg5,0
3nnx,0
2y8o,0
1kv2,0
1bl7,0
4aa0,0
6sfk,0
3hp2,0
1bl6,0
4l8m,0
1a9u,0
1zz2,0
3heg,0
6anl,0
3c5u,0
4eym,0
4aac,0
4ehv,0
3bv3,0
4aa4,0
3kf7,0
4aa5,0
6HWT,1
3OEF,1
3IW6,1
5fng,0
3f7i,0
2gzl,0
5dgw,0
1bnu,0
4jsa,0
2x2r,0
1k1o,0
1ndy,0
6dj1,0
4alx,0
4rd3,0
4q4o,0
1wc1,0
3re4,0
4jin,0
6hk6,0
3oku,0
1grp,0
1ctt,0
1ctu,0
1af2,0
1fkw,0
4u71,0
2zq2,0
3n2u,0
3f15,0
3sue,0
1ndw,0
5e2r,0
1qf0,0
3f7g,0
3aas,0
5k8s,0
5t3n,0
3ahn,0
3mmf,0
4pnu,0
4aci,0
2uxi,0
3p9t,0
2uxu,0
5uln,0
3dri,0
2vwl,0
5fdi,0
6czb,0
1z9y,0
4rn4,0
1a4k,0
5laq,0
4pb2,1
4pb1,1
4pd5,1
4pd7,0
4pd9,0
4pd8,0
4pd6,1
4pda,0
5l26,0
4PD6,1
3TIJ,1
4PD5,1
4PB2,1
4PB1,1
1bnn,0
1t5f,0
4jsz,0
5vp9,0
3iae,0
3d7k,0
3fzn,0
3f6e,0
3iaf,0
1mcz,0
3fsj,0
2qbw,0
4jmh,0
4jmg,0
1bma,0
2p4s,0
1g2o,0
2on6,0
3k8o,0
3bgs,0
1rr6,0
4eb8,0
1k27,0
5etj,0
1n3i,0
1lvu,0
5ko5,0
1b8n,0
1b8o,0
3k8q,0
1vfn,0
3fuc,1
1v48,0
1a9q,0
1i80,0
3iny,0
3d1v,0
3e0q,0
1pf7,0
2q7o,0
2oc9,0
1v2h,0
4ear,0
3f8w,0
3djf,0
1lv8,0
2oc4,0
1rt9,0
1pwy,0
1v41,0
1A9T,1
4f6u,0
1ql7,0
6cze,0
3kgq,0
1fm9,0
2hfp,0
6csq,0
4luz,0
5e7n,0
4o0a,0
4r4c,0
4r4t,0
4r4o,0
4r4i,0
4ijh,0
4luv,0
4nb3,0
4r4q,0
4lw1,0
4ijl,0
4luo,0
5eay,0
4lwc,0
2bfr,0
2bfq,1
5dus,0
3q6z,0
5mqx,0
3gqo,0
4abk,0
3EWR,1
2BFQ,1
3KH6,1
5g46,0
1ex8,0
4q83,0
5dkn,0
3hcm,0
2wor,0
2wos,0
1mq1,0
5er5,0
3lle,0
1bt6,0
3iqq,0
3cr5,0
3cr4,0
3gk4,0
5dkr,0
1mwn,0
3gk2,0
4xyn,0
3lk0,0
3lk1,0
4fqo,0
1o2o,0
3nx7,0
4jss,0
3mhl,0
3drg,0
1g2l,0
2ovv,0
3su5,0
4oct,0
1ppc,0
1o2h,0
6ayi,0
6ayh,0
1g1d,0
4tmn,0
1ql9,0
1dgm,0
2boh,0
3f70,0
3p8h,0
3h6z,1
3oq5,0
b4d7,1
b515,1
4q8x,0
1dhi,0
2pql,0
1lke,0
1lnm,0
1n0s,0
2isw,0
3su2,0
1o86,0
2ptz,0
4q4s,0
5ld8,0
5tuz,0
5e2s,0
6dj7,0
1qf1,0
6g3v,0
1ndv,0
5oqu,0
3aho,0
4kif,0
4u1b,0
3mdz,0
5BRU,0
1g4o,0
6g3q,0
1bn1,0
5e28,0
1xpz,0
4hu1,0
3f8e,0
6fe0,0
3lxe,0
1bnt,0
3mna,0
4q8y,0
4mo8,0
3po6,0
1g48,0
3mhm,0
5tuo,0
5wex,0
2ez7,0
4q7s,0
3mhc,0
3b4f,0
1g46,0
3ibl,0
3bl1,0
3v7x,1
5nya,0
3r17,0
4m2w,0
3t83,0
3mzc,0
4qjw,0
3t84,0
4z0q,0
1if7,0
5ny1,0
2h15,0
4rux,0
5vgy,0
3czv,0
3t85,0
3m3x,0
3t82,0
4r5b,0
4m2v,0
3r16,0
4iwz,0
3bl0,0
4qjx,0
3oy0,0
3myq,0
4ruy,0
2h4n,0
1if8,0
5th4,0
3m67,0
1okl,0
6h37,0
3kwa,0
4ygf,0
5ekm,0
3rz5,0
3ryv,0
5sz2,0
5amg,0
6eeo,0
5ti0,0
3ryx,0
3hkt,1
5tfx,0
5sz5,0
4zx0,0
3nb5,0
4zwx,0
3ryj,0
5n24,0
3dd0,0
5eh5,0
1zfq,0
1cnx,0
3p5l,0
5ehw,0
5u0g,0
5sz4,0
3ryy,0
3hku,0
4zx1,0
5sz3,0
6h38,0
5nxp,0
4kp5,0
6h36,0
5nxw,0
5u0f,0
3dd8,0
1cnw,0
3hkn,1
5ehv,0
1cny,0
5n25,0
5fl4,0
2hnc,0
3s78,0
1ttm,0
5nea,0
4knn,0
3oim,0
2nn1,0
3s71,0
4kni,0
3s76,0
5flq,0
1g52,0
1azm,0
4ht2,1
4riv,0
5ljt,0
4q6e,0
5llc,0
6c7w,0
4q09,0
2weg,0
4q99,0
2nn7,0
1g53,0
3s77,0
3oil,0
1yda,0
1g54,0
2o4z,0
5llp,0
3ml2,0
3n3j,0
5fl5,0
3vbd,0
4q90,0
3ml5,0
1i9n,0
1avn,1
5lle,0
4q08,0
4q6d,0
2weh,0
3eft,0
6faf,0
6c7x,0
2weo,0
5tt3,0
1bnm,0
6e92,0
5jna,0
1jd0,0
2osm,0
2fov,0
5e2m,0
3fw3,1
1kwr,0
5ty1,0
4ww6,0
4lp6,0
5jn8,0
1g4j,0
5fnj,0
3okv,0
4ww8,0
5ty8,0
4mlx,0
2x7s,0
6ugq,0
2foy,0
3f7b,0
5wlt,0
5jn9,0
1oq5,0
6bc9,0
1i8z,0
5tv3,0
3p44,0
4e49,0
3sap,0
6d1l,0
1eou,0
4qjo,0
1cin,0
3cyu,0
6eda,0
4cq0,0
6d1m,0
3sax,0
3dcw,0
6q9t,0
4qiz,0
5thn,0
4pzh,0
5thi,0
4e4a,0
2qp6,0
1ze8,0
3p3j,0
6h3q,0
6b5a,0
6ceh,0
5drs,0
6hzx,0
4bcw,0
4e3h,0
1h4n,0
4e3f,0
4g0c,0
5ekh,0
5tt8,0
4wup,0
2qoa,0
5ll9,0
2qo8,0
1i9l,0
5lla,0
3ieo,0
6qfu,0
3kig,0
1i9q,0
4q0l,0
2hd6,0
3s74,0
1i9m,0
2nnv,0
6ugo,0
1kwq,0
5wlv,0
1a42,0
5fni,0
3f7u,0
4yxu,0
6e91,0
4mlt,0
1zsb,0
5e2n,0
3mnu,0
2fou,1
4yxo,0
2osf,0
4wr7,0
5jnc,0
3caj,0
2wd3,0
6hx5,0
2gd8,0
6hwz,0
1cim,0
2f14,0
3sbi,0
4qjp,0
5ny6,0
3oys,0
4pyy,0
5thj,0
4qiy,0
1cil,0
3sbh,0
4qjm,0
3bet,0
4pyx,0
3dcs,0
5nxv,0
6eea,0
5ehe,0
5ekj,0
3v5g,0
3p55,0
6eeh,1
6pgx,0
3c7p,0
4zwy,0
1zfk,0
3p3h,0
4z1n,0
5gmm,0
3zp9,0
2nns,0
1i9o,0
5ll4,0
6e8x,0
4q07,0
5ku6,0
2nno,0
4xe1,0
5doh,0
1i91,0
6ql3,0
3oik,0
5flp,0
5a6h,0
3s8x,0
5ll5,0
5wg7,0
2it4,0
3znc,0
6qfv,0
1i90,0
2nng,0
6qfx,0
6bbs,0
4q06,0
2aw1,0
3HKN,1
6ROE,1
2HL4,1
b155,1
b25f,1
b4df,1
b824,1
ba01,1
baba,1
1o2r,0
5mrp,0
1m2x,0
5a2j,0
4n9a,0
4nyf,0
3aau,0
4b0b,0
4cl6,0
4b0j,0
4b0c,0
4u70,0
3b7u,0
3b7r,0
2vj8,0
3fh7,0
2r59,0
3fty,0
3chr,0
3ftw,0
3ftv,0
3chs,0
3cho,0
1hs6,0
5n3w,0
5aen,0
3fh5,0
3fhe,0
3fun,0
3fui,0
3fu0,0
3fuf,0
3fuh,0
3fu6,0
3chq,0
3ftz,0
3fts,0
3ftu,0
3chp,0
5bpp,0
3fh8,0
3fu3,0
3fuj,0
3fum,0
3fud,0
3fu5,0
3fue,0
3ful,0
3fuk,0
4ge1,0
3f7h,0
3vfb,0
1k1n,0
2qdt,0
1o1s,0
1mq5,0
5k1f,0
b4fd,1
3uz5,0
1lbf,0
3uxd,0
3uzj,0
4mjp,0
3rf4,0
3uu1,0
4zae,0
1qft,0
4io7,0
4io2,0
4io5,0
4io4,0
4io3,0
5ikb,1
4io6,0
4ykj,0
4ykk,0
5ult,0
4dst,0
2evl,1
2euk,1
2eum,1
1SX6,1
2EVL,1
2EVD,1
2EVS,1
2EUK,1
2EUM,1
b232,1
b2b5,1
1k1i,0
3s54,0
1r5y,0
4l6t,1
3uuo,0
5iwg,0
1yej,0
1nki,0
5c1w,0
4q4r,0
3ga5,0
5ewy,0
5ewk,0
3su3,0
2yb0,0
2yaz,0
1o2n,0
6csp,0
5g2b,0
3su4,0
4keq,0
6cvf,0
1oxr,0
4qem,0
1jq8,0
1sv3,0
3h1x,0
4qf7,0
1fv0,0
1q7a,0
4qer,0
4qf8,0
1td7,0
2wq5,0
4qgd,0
3qlm,0
2arm,0
1kpm,0
1t37,0
1db4,0
6g5j,0
6dik,0
5ow8,0
1db5,0
2b17,0
1mf4,0
1j1a,0
5wzu,0
5vfm,0
5vfj,0
5wzt,0
5wzs,0
1jq9,0
4yv5,0
3u8d,0
5g3m,0
5owc,0
2qhd,0
1zm6,0
5wzv,0
5vfn,0
6ce2,0
5wzw,0
1kvo,0
5g3n,0
3u8h,0
4uy1,0
1c1v,0
3vf5,0
1vyf,0
4tkh,0
1g74,0
5hz6,0
5y13,0
5hz8,0
5hz9,0
5y12,0
2ans,0
5edc,0
5d45,0
1adl,0
1hms,0
4tkb,0
1vyg,0
4tkj,1
1hmr,0
3wvm,0
2qm9,0
5hz5,0
5d48,0
3hk1,0
5d47,0
2hnx,0
4tjz,0
5ur9,0
5ura,0
1tou,0
5y0f,0
5y0g,0
3fr4,0
3fr5,0
3fr2,0
5d4a,0
4azp,0
5y0x,0
1tow,0
2hmb,0
1fe3,0
